project_id,project_type,project_location,total_area_sqft,num_floors,construction_type,foundation_type,material_quality_index,labor_cost_index,material_cost_index,inflation_rate,equipment_cost,contractor_experience_years,avg_temperature,rainfall_index,weather_delay_days,complexity_score,risk_index,resource_utilization_rate,total_project_cost,cost_category
3836,Residential,Semi-Urban,8166,4,Steel,Strip,0.575,1.419,2.114,5.12,78479,7,28.9,0.292,15,0.99,0.558,0.978,10956640,Low
3837,Residential,Urban,3717,3,Hybrid,Strip,0.855,0.961,0.903,4.62,118955,11,30.98,0.181,5,0.783,0.459,0.573,4950018,Low
3838,Industrial,Semi-Urban,7084,7,Steel,Pile,0.856,0.95,1.999,7.82,66657,16,24.39,0.461,35,0.826,0.73,0.54,19725450,Medium
3839,Residential,Rural,5785,1,Steel,Pile,0.821,0.856,1.444,6.0,129324,24,19.8,0.531,55,0.224,0.553,0.778,6714977,Low
3840,Industrial,Urban,7870,6,RCC,Raft,0.739,1.821,0.871,4.67,46742,2,35.16,0.822,30,0.506,0.609,0.896,13065970,Medium
3841,Commercial,Urban,18403,4,Steel,Strip,0.837,1.937,2.251,4.88,42409,26,24.61,0.473,46,0.644,0.71,0.646,54387821,High
3842,Commercial,Urban,7356,1,Steel,Pile,0.887,0.939,1.629,3.24,141852,18,39.72,0.829,27,0.32,0.121,0.62,14106403,Medium
3843,Industrial,Urban,2932,1,Hybrid,Pile,0.983,1.056,1.819,3.3,84830,19,27.03,0.955,34,0.879,0.111,0.759,10127930,Low
3844,Residential,Rural,5366,5,Steel,Strip,0.944,0.908,2.044,7.31,108944,10,27.25,0.721,16,0.312,0.26,0.741,6689023,Low
3845,Commercial,Semi-Urban,14066,14,Steel,Pile,0.897,1.853,1.914,3.68,11183,4,31.95,0.12,46,0.709,0.746,0.74,42716554,High
3846,Residential,Rural,5554,5,Hybrid,Raft,0.847,1.95,2.042,5.85,78469,24,31.67,0.461,29,0.643,0.316,0.703,11553808,Medium
3847,Commercial,Semi-Urban,9608,10,RCC,Raft,0.787,1.114,2.096,8.05,64417,28,19.51,0.857,51,0.879,0.928,0.864,17770579,Medium
3848,Industrial,Rural,18954,7,RCC,Pile,0.56,1.164,1.802,5.21,156445,3,21.81,0.492,8,0.449,0.171,0.807,21587929,Medium
3849,Industrial,Urban,2281,13,Steel,Strip,0.583,1.235,1.422,5.07,188692,13,20.79,0.811,22,0.427,0.622,0.744,3461572,Low
3850,Industrial,Urban,18400,12,Steel,Raft,0.91,1.403,1.213,8.24,186272,6,16.34,0.776,44,0.877,0.123,0.86,45813076,High
3851,Commercial,Rural,11562,4,Hybrid,Strip,0.902,1.619,2.335,8.19,152654,29,15.56,0.16,0,0.377,0.975,0.631,29547690,High
3852,Residential,Rural,12274,14,RCC,Strip,0.807,1.405,2.449,8.28,111866,10,31.12,0.329,11,0.797,0.292,0.946,18005568,Medium
3853,Residential,Semi-Urban,16458,9,RCC,Strip,0.719,1.941,1.408,6.43,82914,27,27.46,0.764,16,0.353,0.629,0.692,18007624,Medium
3854,Residential,Rural,10138,4,RCC,Raft,0.513,0.92,0.991,8.71,79126,8,37.36,0.159,45,0.901,0.958,0.664,6492314,Low
3855,Commercial,Rural,1879,7,Hybrid,Raft,0.664,1.758,1.178,7.91,122292,10,22.52,0.423,32,0.871,0.127,0.771,3302887,Low
3856,Commercial,Semi-Urban,10175,5,Hybrid,Pile,0.71,1.201,1.94,5.49,167016,2,34.69,0.137,21,0.83,0.561,0.635,23382643,High
3857,Commercial,Semi-Urban,10766,5,Hybrid,Strip,0.743,1.253,1.094,6.78,28847,20,17.58,0.236,9,0.593,0.574,0.634,14709645,Medium
3858,Commercial,Semi-Urban,17684,6,Steel,Raft,0.965,1.651,2.126,3.73,59613,15,35.41,0.286,25,0.227,0.416,0.539,42125941,High
3859,Commercial,Rural,15695,8,RCC,Raft,0.554,1.915,2.369,6.31,107972,1,38.03,0.53,13,0.306,0.689,0.826,21182311,Medium
3860,Residential,Semi-Urban,11429,5,Steel,Pile,0.759,1.659,2.438,4.58,6293,11,30.68,0.912,24,0.565,0.588,0.956,24354162,High
3861,Commercial,Urban,5767,3,Steel,Raft,0.684,1.731,0.816,4.7,81487,24,33.4,0.386,46,0.235,0.324,0.843,7807532,Low
3862,Commercial,Urban,3757,6,Hybrid,Raft,0.995,1.701,2.429,3.75,81119,1,39.69,0.85,10,0.251,0.735,0.784,13944271,Medium
3863,Residential,Urban,12569,14,RCC,Raft,0.931,1.185,2.058,5.15,133834,28,24.45,0.695,18,0.3,0.52,0.856,22613126,High
3864,Commercial,Rural,1481,12,Steel,Pile,0.719,1.708,0.943,5.89,88118,25,15.73,0.78,42,0.409,0.523,0.983,2236378,Low
3865,Residential,Urban,11168,14,RCC,Pile,1.0,1.741,1.506,6.6,95581,22,32.07,0.762,50,0.799,0.957,0.668,27739978,High
3866,Residential,Rural,18972,2,Steel,Strip,0.757,1.44,1.99,4.83,59159,16,15.33,0.302,27,0.238,0.582,0.715,23031496,High
3867,Industrial,Rural,19836,12,Hybrid,Raft,0.584,1.444,2.426,7.75,26318,12,29.21,0.236,26,0.987,0.806,0.643,47726499,High
3868,Industrial,Urban,12156,12,Steel,Pile,0.778,1.712,1.079,6.13,28313,29,29.94,0.978,59,0.419,0.881,0.508,28968840,High
3869,Industrial,Semi-Urban,19010,8,Hybrid,Pile,0.613,1.78,1.017,6.83,178996,12,29.61,0.738,54,0.456,0.623,0.674,34934951,High
3870,Industrial,Rural,8563,8,RCC,Pile,0.818,1.205,1.603,4.67,32161,19,19.15,0.366,10,0.398,0.808,0.536,13321654,Medium
3871,Commercial,Urban,19475,3,Steel,Strip,0.969,1.762,2.446,7.88,121965,13,16.92,0.554,21,0.682,0.379,0.929,63193586,High
3872,Industrial,Rural,10165,12,Steel,Strip,0.893,1.777,2.451,6.75,64073,8,37.69,0.776,24,0.216,0.264,0.858,22684418,High
3873,Residential,Semi-Urban,6937,8,Hybrid,Strip,0.637,1.081,1.187,8.17,44041,2,28.54,0.056,29,0.275,0.726,0.652,6212454,Low
3874,Commercial,Semi-Urban,10875,9,Hybrid,Strip,0.648,1.66,1.343,3.96,32250,27,23.08,0.099,18,0.279,0.934,0.664,15098958,Medium
3875,Industrial,Urban,3361,5,RCC,Strip,0.535,1.024,2.344,5.28,13357,19,34.29,0.025,38,0.732,0.138,0.785,4091695,Low
3876,Residential,Rural,13342,5,Hybrid,Raft,0.643,0.912,2.049,3.68,77952,14,38.04,0.164,6,0.464,0.787,0.899,14886965,Medium
3877,Commercial,Rural,18539,6,RCC,Raft,0.546,1.489,2.453,4.29,48689,23,25.11,0.119,56,0.55,0.126,0.859,20610274,Medium
3878,Commercial,Rural,18639,7,Steel,Pile,0.75,1.89,2.318,5.37,39459,27,17.46,0.463,5,0.96,0.513,0.514,48142473,High
3879,Industrial,Rural,6727,3,RCC,Strip,0.854,0.843,1.166,8.37,59544,1,32.32,0.287,8,0.36,0.709,0.893,7385995,Low
3880,Commercial,Urban,11924,5,RCC,Strip,0.876,1.792,2.092,6.34,50298,25,37.69,0.046,53,0.256,0.465,0.941,24468686,High
3881,Residential,Semi-Urban,10143,1,RCC,Pile,0.53,1.408,0.883,4.98,159298,26,39.51,0.449,17,0.553,0.371,0.545,7534927,Low
3882,Commercial,Urban,10810,11,Steel,Raft,0.67,1.833,2.19,7.48,144890,9,35.34,0.579,30,0.331,0.268,0.885,24311524,High
3883,Residential,Rural,19451,10,Steel,Strip,0.644,1.812,1.823,3.12,7305,19,21.71,0.37,5,0.316,0.98,0.626,23375700,High
3884,Commercial,Rural,15733,5,Hybrid,Strip,0.552,1.85,2.425,5.22,62186,14,23.96,0.26,45,0.528,0.613,0.587,25707344,High
3885,Industrial,Semi-Urban,13700,4,RCC,Strip,0.681,1.723,2.432,6.6,104435,4,18.42,0.39,52,0.736,0.215,0.772,26352861,High
3886,Residential,Rural,11032,1,Steel,Raft,0.65,1.812,0.886,6.5,189179,2,32.82,0.52,21,0.394,0.143,0.776,10347564,Low
3887,Commercial,Urban,10180,7,RCC,Raft,0.817,1.011,1.073,6.65,104948,10,19.23,0.436,8,0.901,0.319,0.735,14630883,Medium
3888,Commercial,Urban,11119,1,RCC,Strip,0.942,1.165,1.623,4.27,86121,27,25.8,0.093,30,0.49,0.585,0.951,18333291,Medium
3889,Commercial,Semi-Urban,7650,13,RCC,Strip,0.727,1.091,2.295,5.02,59414,29,28.29,0.457,21,0.947,0.777,0.621,11799712,Medium
3890,Residential,Urban,2266,8,Steel,Pile,0.873,1.691,2.185,8.59,108500,15,24.56,0.72,52,0.594,0.983,0.801,7206706,Low
3891,Residential,Urban,4049,14,RCC,Pile,0.573,0.984,2.439,8.84,72621,1,18.74,0.82,20,0.781,0.851,0.705,6466155,Low
3892,Residential,Urban,19193,10,RCC,Raft,0.947,1.019,1.851,4.87,17679,29,22.25,0.44,34,0.879,0.651,0.937,34126573,High
3893,Industrial,Urban,10134,12,Hybrid,Pile,0.576,1.855,1.236,6.87,148951,11,30.82,0.994,28,0.624,0.7,0.566,22925072,High
3894,Industrial,Rural,2476,2,RCC,Strip,0.596,1.647,0.843,4.45,142875,16,33.17,0.843,20,0.88,0.57,0.541,2518366,Low
3895,Residential,Urban,16060,10,Hybrid,Raft,0.553,1.85,1.179,5.21,100675,13,30.37,0.215,52,0.502,0.491,0.996,20417544,Medium
3896,Commercial,Semi-Urban,12665,13,RCC,Pile,0.655,0.967,1.948,7.75,140288,8,39.14,0.457,57,0.491,0.806,0.789,18986219,Medium
3897,Industrial,Semi-Urban,2990,12,Hybrid,Raft,0.776,1.279,2.375,6.01,120024,27,30.34,0.295,34,0.835,0.26,0.956,8167367,Low
3898,Residential,Urban,12495,5,Steel,Strip,0.994,1.14,1.346,8.1,102945,9,20.63,0.55,22,0.393,0.401,0.704,19186255,Medium
3899,Commercial,Semi-Urban,12519,13,Steel,Pile,0.897,0.812,2.289,6.77,146995,15,27.28,0.224,39,0.774,0.981,0.802,33413605,High
3900,Industrial,Urban,7925,6,RCC,Pile,0.69,1.141,1.471,6.77,130062,25,35.91,0.035,43,0.262,0.615,0.847,12402541,Medium
3901,Commercial,Semi-Urban,13357,9,Hybrid,Pile,0.788,1.255,1.324,3.2,55411,26,23.15,0.904,22,0.709,0.549,0.993,24677493,High
3902,Commercial,Semi-Urban,9189,14,Steel,Strip,0.812,0.911,1.665,7.5,63402,29,33.43,0.52,17,0.954,0.866,0.556,15758165,Medium
3903,Commercial,Urban,4476,7,RCC,Raft,0.911,1.48,1.552,8.87,61331,5,34.63,0.915,58,0.565,0.786,0.562,10238955,Low
3904,Commercial,Urban,14705,6,RCC,Pile,0.868,1.26,2.353,5.84,24832,21,38.35,0.118,22,0.533,0.393,0.762,35247944,High
3905,Industrial,Rural,1204,5,Hybrid,Raft,0.785,0.856,1.596,3.95,53878,21,25.03,0.151,0,0.632,0.663,0.528,2049932,Low
3906,Industrial,Urban,5952,6,Hybrid,Raft,0.835,1.645,1.271,8.86,105720,22,21.49,0.226,50,0.776,0.267,0.864,17000391,Medium
3907,Industrial,Urban,13349,14,RCC,Raft,0.873,1.675,2.232,4.74,158387,20,27.7,0.457,43,0.487,0.148,0.995,34314823,High
3908,Residential,Rural,6594,11,Hybrid,Strip,0.567,1.801,2.498,5.46,69552,18,39.84,0.88,57,0.2,0.991,0.906,8816416,Low
3909,Industrial,Urban,4181,4,Hybrid,Strip,0.6,1.383,1.902,3.46,111549,2,37.55,0.65,19,0.602,0.763,0.633,8728542,Low
3910,Commercial,Urban,18800,1,Steel,Pile,0.844,1.962,1.226,3.67,30728,28,22.1,0.055,53,0.535,0.938,0.9,49025978,High
3911,Industrial,Rural,10066,12,Hybrid,Pile,0.925,1.897,1.206,4.3,9376,22,19.92,0.407,15,0.626,0.849,0.814,29911745,High
3912,Commercial,Urban,8001,9,RCC,Raft,0.705,1.462,0.898,6.29,84183,5,26.92,0.723,8,0.772,0.485,0.56,10876616,Low
3913,Residential,Urban,2345,11,Hybrid,Raft,0.99,1.334,0.931,6.35,44932,20,19.14,0.322,24,0.427,0.875,0.783,4245211,Low
3914,Commercial,Rural,6913,5,RCC,Raft,0.608,0.804,2.355,6.64,69377,16,33.95,0.493,37,0.604,0.808,0.948,8097081,Low
3915,Commercial,Rural,8490,8,RCC,Strip,0.708,1.653,0.964,6.5,88726,16,15.92,0.711,24,0.403,0.332,0.645,8149387,Low
3916,Commercial,Semi-Urban,10128,7,Hybrid,Strip,0.689,1.478,1.623,5.97,42220,22,20.62,0.965,37,0.567,0.661,0.83,17389722,Medium
3917,Residential,Urban,13730,8,Hybrid,Pile,0.965,1.925,1.987,7.81,71022,29,15.46,0.333,6,0.476,0.375,0.521,46439534,High
3918,Industrial,Semi-Urban,19974,1,Hybrid,Raft,0.643,1.513,2.246,8.6,72244,4,20.67,0.744,45,0.495,0.311,0.917,43554744,High
3919,Industrial,Semi-Urban,18254,9,Steel,Raft,0.735,1.991,1.091,4.62,100607,26,16.31,0.747,15,0.663,0.174,0.603,33324999,High
3920,Residential,Rural,18812,1,Steel,Strip,0.594,1.825,1.544,3.78,18356,20,31.84,0.543,53,0.752,0.589,0.804,19698817,Medium
3921,Commercial,Urban,2136,3,Hybrid,Pile,0.761,1.944,1.228,5.55,182586,22,29.26,0.813,34,0.21,0.453,0.762,5161002,Low
3922,Industrial,Urban,18727,8,RCC,Raft,0.929,1.193,1.235,3.16,41774,11,20.35,0.536,58,0.901,0.179,0.774,35107168,High
3923,Residential,Rural,15207,12,Hybrid,Raft,0.652,0.979,1.317,8.3,157083,29,20.13,0.625,30,0.491,0.747,0.627,14860461,Medium
3924,Industrial,Semi-Urban,17715,11,Steel,Pile,0.905,1.756,1.798,4.44,24414,20,22.28,0.837,0,0.715,0.751,0.78,56583552,High
3925,Residential,Rural,6038,1,Steel,Raft,0.956,1.743,0.828,6.3,42070,29,34.96,0.476,19,0.298,0.312,0.801,7552247,Low
3926,Commercial,Urban,10817,14,Hybrid,Strip,0.536,1.054,1.495,3.69,119577,16,18.76,0.478,48,0.657,0.96,0.713,14601811,Medium
3927,Industrial,Rural,12954,1,RCC,Pile,0.878,1.718,1.118,6.32,167931,25,18.04,0.591,57,0.743,0.8,0.817,26013997,High
3928,Residential,Urban,15949,6,RCC,Raft,0.628,1.498,2.444,3.23,134702,29,27.7,0.804,26,0.326,0.825,0.596,21888085,High
3929,Industrial,Semi-Urban,8955,5,Steel,Raft,0.588,0.931,1.791,7.61,129770,23,36.62,0.127,0,0.93,0.103,0.756,12383495,Medium
3930,Industrial,Urban,15559,11,Steel,Strip,0.801,1.402,2.276,8.73,189604,12,20.6,0.771,36,0.806,0.981,0.858,46841937,High
3931,Industrial,Semi-Urban,16130,6,Steel,Strip,0.853,1.917,1.133,4.84,162459,29,17.66,0.295,23,0.627,0.991,0.684,34679306,High
3932,Industrial,Semi-Urban,1786,3,RCC,Strip,0.697,1.408,2.177,4.55,22321,6,27.29,0.071,48,0.333,0.556,0.706,3079463,Low
3933,Residential,Urban,2029,10,Steel,Raft,0.52,1.746,1.505,5.69,76775,16,33.3,0.792,4,0.892,0.987,0.582,3156742,Low
3934,Commercial,Urban,10500,12,Steel,Raft,0.954,0.835,1.102,6.72,168339,19,30.46,0.145,10,0.255,0.651,0.808,16548061,Medium
3935,Residential,Semi-Urban,7155,10,RCC,Raft,0.865,1.674,2.094,4.13,155327,11,25.45,0.213,55,0.292,0.221,0.562,10330170,Low
3936,Residential,Rural,2377,6,Steel,Pile,0.636,1.936,2.095,7.82,30458,12,16.01,0.706,34,0.759,0.833,0.75,4451951,Low
3937,Residential,Urban,10441,2,Steel,Strip,0.748,1.399,2.493,4.19,109203,4,22.51,0.565,28,0.403,0.602,0.605,19960565,Medium
3938,Commercial,Semi-Urban,19362,8,Hybrid,Pile,0.514,1.205,2.128,3.03,15200,13,37.98,0.92,53,0.567,0.408,0.597,29074991,High
3939,Industrial,Semi-Urban,13555,12,Steel,Strip,0.67,1.576,1.047,6.15,8636,2,20.57,0.954,22,0.631,0.313,0.548,18037929,Medium
3940,Industrial,Rural,16984,6,Hybrid,Raft,0.761,1.9,1.348,3.69,59881,19,30.35,0.314,9,0.567,0.567,0.679,36389234,High
3941,Industrial,Urban,3587,13,Steel,Pile,0.759,1.012,1.568,7.19,69775,11,37.69,0.324,29,0.267,0.723,0.934,7962883,Low
3942,Commercial,Semi-Urban,6328,13,Steel,Pile,0.604,1.284,1.015,4.0,173761,1,27.2,0.21,30,0.79,0.889,0.802,9113684,Low
3943,Industrial,Rural,19175,4,Hybrid,Strip,0.888,0.988,2.14,7.9,74399,9,26.16,0.518,23,0.392,0.639,0.89,38691153,High
3944,Commercial,Semi-Urban,17577,4,Steel,Pile,0.649,1.396,1.695,5.82,51956,10,18.53,0.378,13,0.791,0.474,0.557,31795121,High
3945,Industrial,Urban,5906,14,Hybrid,Pile,0.79,1.449,2.406,6.4,111556,3,39.52,0.015,50,0.892,0.669,0.657,25390039,High
3946,Industrial,Rural,11932,11,Steel,Raft,0.636,1.933,1.802,4.12,174088,8,19.42,0.395,10,0.629,0.547,0.694,23673319,High
3947,Residential,Semi-Urban,3991,7,Hybrid,Strip,0.713,1.295,1.689,3.88,162784,16,27.04,0.062,0,0.765,0.687,0.93,5869209,Low
3948,Commercial,Rural,13858,14,Hybrid,Pile,0.604,1.48,0.921,6.79,163797,4,19.28,0.799,43,0.23,0.648,0.832,16996001,Medium
3949,Residential,Urban,13854,3,Steel,Raft,0.817,1.862,1.054,4.53,156267,11,23.71,0.929,25,0.229,0.981,0.745,24056108,High
3950,Residential,Rural,3892,11,Steel,Pile,0.713,1.186,2.244,5.32,75316,8,37.1,0.296,55,0.358,0.66,0.65,5889849,Low
3951,Residential,Urban,2768,3,Hybrid,Raft,0.508,1.609,2.484,5.88,93456,7,31.08,0.651,19,0.487,0.722,0.88,5073405,Low
3952,Commercial,Semi-Urban,6132,6,RCC,Pile,0.514,1.709,1.506,4.38,48631,20,15.25,0.089,1,0.346,0.903,0.944,7114225,Low
3953,Commercial,Urban,4283,9,Steel,Raft,0.736,1.197,2.177,7.77,86280,15,39.17,0.364,32,0.708,0.922,0.768,9788840,Low
3954,Industrial,Semi-Urban,14979,1,Steel,Raft,0.592,0.997,1.867,8.64,43039,23,34.6,0.576,46,0.422,0.227,0.522,18577576,Medium
3955,Residential,Semi-Urban,15887,5,RCC,Strip,0.793,1.403,2.43,5.59,31171,28,39.94,0.104,44,0.877,0.508,0.636,23641353,High
3956,Industrial,Urban,6469,1,RCC,Raft,0.704,1.228,1.205,8.51,154969,8,34.07,0.377,53,0.648,0.948,0.873,11393531,Medium
3957,Residential,Semi-Urban,9481,1,Hybrid,Pile,0.827,1.12,1.726,8.3,128901,10,34.12,0.955,44,0.502,0.964,0.694,19286012,Medium
3958,Commercial,Rural,9350,3,Steel,Raft,0.976,1.968,1.495,4.0,189751,19,32.48,0.166,44,0.914,0.271,0.813,22567915,High
3959,Commercial,Semi-Urban,15672,3,Hybrid,Raft,0.764,1.403,1.721,4.04,190254,5,25.58,0.62,16,0.863,0.499,0.762,36075079,High
3960,Commercial,Urban,17902,4,Steel,Pile,0.894,1.828,1.257,5.86,42137,27,22.87,0.833,5,0.856,0.351,0.954,47150904,High
3961,Residential,Rural,18837,3,RCC,Pile,0.877,1.034,1.646,6.16,92387,3,28.13,0.771,11,0.783,0.812,0.654,27367349,High
3962,Commercial,Rural,4157,6,Hybrid,Raft,0.961,1.927,1.862,5.05,67771,7,19.46,0.771,14,0.691,0.867,0.723,12963939,Medium
3963,Residential,Semi-Urban,19180,12,Steel,Pile,0.607,1.753,0.938,4.88,77961,6,33.06,0.059,55,0.493,0.522,0.532,21472772,Medium
3964,Industrial,Semi-Urban,17658,4,Steel,Raft,0.914,1.77,2.063,5.59,59628,17,39.93,0.974,2,0.538,0.708,0.902,54180141,High
3965,Residential,Urban,19695,8,RCC,Raft,0.953,1.268,2.001,7.14,87152,10,30.02,0.727,21,0.718,0.883,0.663,40518436,High
3966,Industrial,Rural,10072,1,RCC,Raft,0.696,1.383,2.297,3.51,141495,21,36.41,0.954,37,0.338,0.739,0.861,16573477,Medium
3967,Residential,Urban,3682,8,Steel,Pile,0.657,1.512,1.524,7.26,108284,29,19.31,0.979,20,0.862,0.241,0.502,6161945,Low
3968,Industrial,Semi-Urban,13479,11,RCC,Strip,0.976,1.748,0.905,8.56,77535,29,35.63,0.357,34,0.951,0.741,0.934,27510867,High
3969,Commercial,Rural,8367,1,RCC,Strip,0.814,1.819,1.584,7.58,75434,20,37.69,0.543,43,0.278,0.243,0.986,10769895,Low
3970,Industrial,Urban,15655,11,Hybrid,Raft,0.69,0.894,1.034,4.15,140877,15,35.97,0.729,42,0.218,0.688,0.735,22902601,High
3971,Commercial,Urban,13506,1,Steel,Raft,0.896,1.885,1.901,3.52,55000,2,30.68,0.849,26,0.314,0.4,0.741,36625446,High
3972,Commercial,Urban,4829,7,Hybrid,Pile,0.652,1.925,0.88,5.94,129509,1,38.16,0.971,5,0.808,0.151,0.808,9634267,Low
3973,Industrial,Urban,3597,1,RCC,Strip,0.588,1.511,1.436,8.74,186874,12,39.04,0.974,10,0.286,0.304,0.988,4408186,Low
3974,Residential,Urban,1904,9,Steel,Strip,0.772,1.024,0.941,7.91,34767,13,35.38,0.328,16,0.498,0.522,0.779,2124035,Low
3975,Residential,Rural,5601,14,RCC,Strip,0.783,1.782,0.806,6.38,62289,12,28.68,0.68,35,0.25,0.995,0.537,5082667,Low
3976,Residential,Urban,1869,8,RCC,Pile,0.913,1.458,2.433,3.86,64215,12,35.88,0.147,30,0.546,0.33,0.783,4400004,Low
3977,Residential,Rural,7165,13,Steel,Pile,0.729,1.781,2.493,7.28,141997,7,24.3,0.811,42,0.683,0.981,0.71,16847530,Medium
3978,Residential,Urban,18948,1,RCC,Pile,0.907,1.778,1.744,7.88,166945,7,23.66,0.16,12,0.703,0.428,0.88,43487877,High
3979,Commercial,Semi-Urban,3265,2,Hybrid,Raft,0.656,0.904,1.206,8.61,81029,6,23.7,0.891,55,0.615,0.964,0.652,5220871,Low
3980,Residential,Semi-Urban,19701,2,Steel,Pile,0.788,1.528,2.349,6.67,38459,13,19.98,0.979,47,0.95,0.96,0.962,51468875,High
3981,Commercial,Urban,1216,2,RCC,Raft,0.604,1.38,2.369,6.09,117059,21,30.57,0.086,28,0.625,0.229,0.9,2292650,Low
3982,Commercial,Semi-Urban,14350,6,RCC,Raft,0.693,1.935,2.253,6.72,170922,9,31.54,0.512,37,0.887,0.846,0.663,32335127,High
3983,Commercial,Rural,2211,4,RCC,Raft,0.929,1.156,1.725,8.66,190121,16,36.49,0.265,19,0.994,0.566,0.676,4285921,Low
3984,Industrial,Urban,6761,8,Steel,Raft,0.608,1.047,0.927,6.77,194577,2,32.36,0.47,37,0.384,0.718,0.759,8616740,Low
3985,Industrial,Rural,16892,1,Hybrid,Pile,0.905,1.877,0.95,4.55,6703,27,34.5,0.294,48,0.412,0.798,0.55,38413754,High
3986,Commercial,Urban,6586,10,RCC,Pile,0.641,0.978,2.324,6.82,10227,11,32.22,0.066,34,0.617,0.212,0.845,11000384,Low
3987,Industrial,Semi-Urban,14862,14,RCC,Strip,0.517,1.624,2.289,8.28,49339,3,32.43,0.394,38,0.346,0.819,0.805,21345394,Medium
3988,Residential,Rural,11723,4,RCC,Strip,0.555,1.16,1.538,6.4,144403,9,23.51,0.205,0,0.651,0.373,0.659,7911552,Low
3989,Residential,Semi-Urban,16720,10,Steel,Raft,0.873,1.481,1.358,6.02,57584,12,39.15,0.549,43,0.748,0.759,0.819,30551088,High
3990,Commercial,Semi-Urban,13892,11,RCC,Strip,0.631,1.539,1.895,7.4,113698,29,30.97,0.681,49,0.248,0.616,0.549,16428304,Medium
3991,Residential,Urban,2746,5,RCC,Strip,0.827,1.301,2.172,6.97,9661,2,29.68,0.405,12,0.745,0.716,0.976,5127755,Low
3992,Commercial,Rural,3322,9,RCC,Strip,0.85,1.97,2.044,3.34,166294,19,36.18,0.204,26,0.328,0.661,0.533,5780445,Low
3993,Commercial,Semi-Urban,17734,5,Steel,Raft,0.673,0.958,1.847,7.35,84070,6,25.52,0.192,2,0.439,0.829,0.664,28154685,High
3994,Residential,Urban,17991,13,Hybrid,Strip,0.737,1.27,1.194,5.45,106741,26,17.41,0.002,19,0.791,0.905,0.985,26245646,High
3995,Industrial,Urban,17183,11,Steel,Pile,0.702,1.316,1.246,8.65,68396,23,21.0,0.702,27,0.331,0.504,0.699,31645115,High
3996,Residential,Urban,10169,3,Hybrid,Raft,0.974,1.557,2.031,8.82,56900,18,35.2,0.253,5,0.625,0.453,0.943,28156031,High
3997,Residential,Semi-Urban,1582,11,Hybrid,Pile,0.66,1.289,2.164,5.69,161049,13,33.3,0.971,45,0.671,0.318,0.575,3381686,Low
3998,Commercial,Urban,11648,4,Steel,Raft,0.592,0.916,0.997,8.81,103091,14,17.93,0.747,45,0.331,0.832,0.533,13133298,Medium
3999,Commercial,Rural,8667,10,RCC,Pile,0.683,1.937,1.118,4.86,78050,8,16.74,0.295,8,0.42,0.97,0.554,11943295,Medium
4000,Commercial,Rural,10057,7,Hybrid,Strip,0.835,1.299,1.957,7.1,5851,9,30.55,0.159,44,0.685,0.276,0.986,19309483,Medium
4001,Commercial,Semi-Urban,19684,1,RCC,Raft,0.849,1.211,1.461,3.45,106012,13,38.47,0.624,32,0.569,0.512,0.544,29160372,High
4002,Industrial,Rural,12228,11,Hybrid,Pile,0.962,1.336,1.758,3.87,139940,17,19.37,0.865,3,0.728,0.793,0.826,39041604,High
4003,Industrial,Urban,4451,6,RCC,Raft,0.941,1.06,1.845,8.19,147442,6,28.73,0.584,12,0.884,0.672,0.72,11295842,Medium
4004,Industrial,Semi-Urban,15177,8,RCC,Pile,0.644,0.92,2.12,8.36,128662,20,35.3,0.011,51,0.308,0.834,0.93,23143219,High
4005,Commercial,Urban,16469,1,Steel,Strip,0.728,0.978,2.17,6.2,110813,10,28.22,0.786,37,0.257,0.115,0.647,24186724,High
4006,Commercial,Semi-Urban,9467,8,RCC,Raft,0.874,1.0,1.276,5.04,79070,11,23.78,0.964,0,0.733,0.92,0.514,13210343,Medium
4007,Commercial,Semi-Urban,7268,7,Hybrid,Raft,0.958,1.037,1.72,5.71,20683,10,34.76,0.047,45,0.817,0.155,0.874,16836814,Medium
4008,Industrial,Urban,18336,1,RCC,Pile,0.669,1.304,1.01,8.22,72322,21,34.28,0.809,24,0.559,0.501,0.794,27108985,High
4009,Commercial,Rural,18565,9,RCC,Pile,0.722,1.549,2.231,4.27,83399,6,35.76,0.719,0,0.515,0.348,0.717,31973590,High
4010,Residential,Rural,14539,11,RCC,Strip,0.95,1.555,2.237,4.77,8748,6,38.63,0.397,31,0.677,0.935,0.662,27046295,High
4011,Residential,Semi-Urban,2803,3,Hybrid,Pile,0.679,0.8,1.309,7.71,109950,15,18.77,0.634,41,0.641,0.348,0.95,3551641,Low
4012,Commercial,Urban,15663,2,Hybrid,Pile,0.74,1.905,1.073,8.61,93629,7,23.52,0.159,48,0.592,0.436,0.561,37483542,High
4013,Residential,Urban,7657,7,Hybrid,Pile,0.952,1.787,0.919,3.56,126471,25,39.65,0.72,18,0.855,0.9,0.571,19590173,Medium
4014,Residential,Semi-Urban,18735,11,RCC,Strip,0.901,1.957,1.777,7.82,174146,12,29.86,0.581,16,0.339,0.584,0.507,30422401,High
4015,Industrial,Rural,18781,3,Steel,Strip,0.622,1.232,0.955,6.87,107100,20,31.75,0.087,51,0.745,0.908,0.536,20457247,Medium
4016,Commercial,Urban,16629,1,Hybrid,Raft,0.662,1.598,1.957,4.38,57022,9,37.1,0.868,38,0.793,0.695,0.929,40760651,High
